Player,Nation,Pos,Squad,Comp,Age,90s,PassesReceivedp90,PassesReceived,Touches,TouchesAttacking3rdp90,TouchesAttacking3rd,TouchesAttackingPenp90,TouchesAttackingPen,SuccDribbles,Attdribblesp90,AttDribbles,SuccDribblesPerc,xAp90,xA,TBp90,TB,Succ Deliveries to boxp90,Succ Deliveries to box,KPp90,KP,PassingFinal3rdp90,PassingFinal3rd,SCAp90,PPA,CrsPA
Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,23.00,34.00,28.41,966.00,1939.00,1.32,45.00,0.50,17.00,2.00,0.06,2.00,100.00,0.00,0.10,0.03,1.00,0.06,2.00,0.06,2.00,1.94,66.00,0.38,2.00,0.00
Gaëtan Belaud\Gaetan-Belaud,fr FRA,DF,Brest,fr Ligue 1,32.00,6.40,42.03,269.00,437.00,14.22,91.00,0.31,2.00,3.00,1.09,7.00,42.90,0.05,0.30,0.00,0.00,0.16,1.00,0.31,2.00,3.28,21.00,0.62,1.00,0.00
Raoul Bellanova\Raoul-Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19.00,0.70,38.57,27.00,36.00,11.43,8.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raoul Bellanova\Raoul-Bellanova,it ITA,DF,Atalanta,it Serie A,19.00,0.20,70.00,14.00,15.00,40.00,8.00,5.00,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,24.00,12.90,42.48,548.00,837.00,16.43,212.00,2.17,28.00,16.00,2.71,35.00,45.70,0.02,0.30,0.16,2.00,0.78,10.00,0.16,2.00,2.48,32.00,1.09,8.00,2.00
Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,30.00,15.30,55.29,846.00,1263.00,18.17,278.00,2.09,32.00,12.00,1.05,16.00,75.00,0.07,1.00,0.07,1.00,0.92,14.00,1.11,17.00,3.46,53.00,1.84,12.00,2.00
Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,30.00,30.30,68.84,2086.00,2864.00,2.64,80.00,0.99,30.00,5.00,0.17,5.00,100.00,0.00,0.10,0.07,2.00,0.13,4.00,0.10,3.00,2.38,72.00,0.43,4.00,0.00
Loris Benito\Loris-Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27.00,21.10,49.67,1048.00,1518.00,13.46,284.00,1.23,26.00,8.00,0.76,16.00,50.00,0.05,1.00,0.05,1.00,1.00,21.00,0.71,15.00,3.32,70.00,1.14,15.00,6.00
Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,29.00,6.70,24.18,162.00,315.00,4.03,27.00,1.04,7.00,0.00,0.00,0.00,,0.01,0.10,0.00,0.00,0.15,1.00,0.30,2.00,3.43,23.00,0.74,1.00,0.00
Ryan Bennett\Ryan-Bennett,eng ENG,DF,Leicester City,eng Premier League,29.00,3.70,43.78,162.00,248.00,5.95,22.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.54,2.00,0.00,0.00,6.49,24.00,0.54,1.00,1.00
Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'gladbach,de Bundesliga,24.00,16.10,43.79,705.00,1154.00,15.53,250.00,2.05,33.00,22.00,2.30,37.00,59.50,0.16,2.50,0.19,3.00,0.81,13.00,0.81,13.00,2.55,41.00,1.37,9.00,4.00
Romario Benzar\Romario-Benzar,ro ROU,DF,Lecce,it Serie A,27.00,1.10,47.27,52.00,77.00,15.45,17.00,0.00,0.00,1.00,0.91,1.00,100.00,0.09,0.10,0.00,0.00,6.36,7.00,1.82,2.00,2.73,3.00,2.78,4.00,3.00
Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Athletic Club,es La Liga,29.00,31.70,42.78,1356.00,2079.00,19.09,605.00,1.39,44.00,47.00,2.24,71.00,66.20,0.08,2.60,0.03,1.00,1.74,55.00,0.85,27.00,3.53,112.00,1.74,37.00,18.00
Bartosz Bereszynski\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,27.00,26.70,34.91,932.00,1652.00,14.31,382.00,0.60,16.00,18.00,1.20,32.00,56.30,0.02,0.60,0.00,0.00,1.05,28.00,0.37,10.00,2.77,74.00,1.09,18.00,10.00
Bernardo\Bernardo,br BRA,DF,Brighton,eng Premier League,24.00,7.50,43.60,327.00,483.00,18.93,142.00,1.87,14.00,9.00,1.60,12.00,75.00,0.03,0.20,0.00,0.00,1.47,11.00,0.40,3.00,3.33,25.00,1.33,8.00,3.00
Juan Bernat\Juan-Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,26.00,15.40,65.58,1010.00,1303.00,25.06,386.00,3.25,50.00,32.00,3.18,49.00,65.30,0.15,2.30,0.06,1.00,1.23,19.00,0.91,14.00,3.25,50.00,1.62,16.00,3.00
Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,29.00,30.50,39.51,1205.00,1984.00,24.26,740.00,1.70,52.00,9.00,0.85,26.00,34.60,0.11,3.50,0.00,0.00,1.64,50.00,1.11,34.00,3.48,106.00,2.04,34.00,16.00
Louis Beyer\Louis-Beyer,de GER,DF,M'gladbach,de Bundesliga,19.00,1.20,26.67,32.00,57.00,5.83,7.00,0.83,1.00,1.00,0.83,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00
Ermin Bicakcic\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,de Bundesliga,29.00,13.10,52.14,683.00,950.00,4.27,56.00,0.99,13.00,1.00,0.23,3.00,33.30,0.03,0.40,0.08,1.00,0.31,4.00,0.15,2.00,2.98,39.00,0.54,4.00,0.00
Pedro Bigas\Pedro-Bigas,es ESP,DF,Eibar,es La Liga,28.00,19.70,21.07,415.00,907.00,3.15,62.00,0.56,11.00,0.00,0.10,2.00,0.00,0.02,0.30,0.00,0.00,0.30,6.00,0.15,3.00,2.03,40.00,0.41,5.00,1.00
Cristiano Biraghi\Cristiano-Biraghi,it ITA,DFMF,Inter,it Serie A,26.00,17.50,41.37,724.00,1086.00,25.03,438.00,1.49,26.00,8.00,1.09,19.00,42.10,0.20,3.50,0.00,0.00,3.09,54.00,1.89,33.00,1.77,31.00,3.26,32.00,22.00
Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,25.00,21.90,40.50,887.00,1422.00,9.68,212.00,0.55,12.00,37.00,2.42,53.00,69.80,0.02,0.50,0.00,0.00,0.87,19.00,0.37,8.00,3.61,79.00,0.96,12.00,7.00
Pablo de Blasis\Pablo-de-Blasis,ar ARG,DFMF,Eibar,es La Liga,31.00,17.80,42.98,765.00,1132.00,22.92,408.00,1.52,27.00,13.00,1.40,25.00,52.00,0.11,2.00,0.06,1.00,2.08,37.00,0.96,17.00,4.44,79.00,1.91,25.00,12.00
Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,30.00,20.00,70.80,1416.00,1857.00,2.40,48.00,0.25,5.00,0.00,0.00,0.00,,0.08,1.50,0.35,7.00,0.65,13.00,0.20,4.00,6.65,133.00,0.65,13.00,0.00
Salvatore Bocchetti\Salvatore-Bocchetti,it ITA,DF,Hellas Verona,it Serie A,32.00,3.40,38.24,130.00,224.00,4.41,15.00,0.29,1.00,0.00,0.59,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,11.00,0.30,0.00,0.00
Sacha Boey\Sacha-Boey,fr FRA,DF,Rennes,fr Ligue 1,18.00,1.90,36.32,69.00,103.00,13.68,26.00,2.63,5.00,1.00,0.53,1.00,100.00,0.05,0.10,0.00,0.00,1.05,2.00,1.05,2.00,1.05,2.00,1.57,1.00,1.00
Melayro Bogarde\Melayro-Bogarde,nl NED,DF,Hoffenheim,de Bundesliga,17.00,0.60,66.67,40.00,45.00,10.00,6.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,0.00
Willy Boly\Willy-Boly,fr FRA,DF,Wolves,eng Premier League,28.00,22.00,33.95,747.00,1235.00,2.14,47.00,0.86,19.00,10.00,0.55,12.00,83.30,0.01,0.30,0.18,4.00,0.09,2.00,0.18,4.00,1.64,36.00,0.36,2.00,0.00
Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Torino,it Serie A,23.00,2.70,23.70,64.00,124.00,2.22,6.00,0.74,2.00,1.00,0.37,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,1.00,2.22,6.00,0.36,0.00,0.00
Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,SPAL,it Serie A,23.00,13.20,37.95,501.00,803.00,2.58,34.00,0.45,6.00,13.00,1.14,15.00,86.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,24.00,0.38,0.00,0.00
Federico Bonini\Federico-Bonini,it ITA,DF,Bologna,it Serie A,17.00,0.10,40.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,32.00,34.20,52.75,1804.00,2365.00,2.34,80.00,0.61,21.00,4.00,0.18,6.00,66.70,0.03,0.90,0.23,8.00,0.35,12.00,0.32,11.00,5.18,177.00,0.82,10.00,2.00
Robin Bormuth\Robin-Bormuth,de GER,DF,Düsseldorf,de Bundesliga,23.00,2.00,26.50,53.00,97.00,2.00,4.00,1.00,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,3.00,0.00,0.00,0.00
Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,de Bundesliga,20.00,27.20,36.32,988.00,1496.00,1.99,54.00,0.88,24.00,7.00,0.40,11.00,63.60,0.02,0.50,0.07,2.00,0.29,8.00,0.18,5.00,2.43,66.00,0.48,6.00,2.00
Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,de Bundesliga,28.00,27.10,42.18,1143.00,1684.00,1.77,48.00,1.03,28.00,12.00,0.44,12.00,100.00,0.04,1.00,0.00,0.00,0.04,1.00,0.11,3.00,1.66,45.00,0.22,1.00,0.00
John Boye\John-Boye,gh GHA,DF,Metz,fr Ligue 1,32.00,23.50,28.68,674.00,1168.00,0.55,13.00,0.34,8.00,6.00,0.30,7.00,85.70,0.01,0.20,0.00,0.00,0.09,2.00,0.04,1.00,0.81,19.00,0.21,2.00,0.00
Domagoj Bradaric\Domagoj-Bradaric,hr CRO,DF,Lille,fr Ligue 1,19.00,15.80,40.51,640.00,1000.00,21.52,340.00,0.44,7.00,9.00,1.08,17.00,52.90,0.11,1.70,0.00,0.00,1.96,31.00,1.20,19.00,2.41,38.00,1.84,18.00,13.00
Jarrad Branthwaite\Jarrad-Branthwaite,eng ENG,DF,Everton,eng Premier League,17.00,3.30,55.45,183.00,242.00,0.61,2.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.30,1.00,0.00,0.00,2.73,9.00,0.00,1.00,0.00
Gleison Bremer\Gleison-Bremer,br BRA,DF,Torino,it Serie A,22.00,25.20,33.77,851.00,1482.00,2.58,65.00,0.83,21.00,14.00,0.71,18.00,77.80,0.01,0.20,0.00,0.00,0.16,4.00,0.12,3.00,1.39,35.00,0.56,4.00,0.00
Anthony Briançon\Anthony-Briancon,fr FRA,DF,Nîmes,fr Ligue 1,24.00,19.30,31.55,609.00,1072.00,2.49,48.00,0.88,17.00,5.00,0.31,6.00,83.30,0.01,0.10,0.00,0.00,0.00,0.00,0.10,2.00,2.33,45.00,0.41,0.00,0.00
Dylan Bronn\Dylan-Bronn,tn TUN,DF,Metz,fr Ligue 1,24.00,9.00,26.22,236.00,395.00,0.67,6.00,0.33,3.00,1.00,0.22,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,12.00,0.11,0.00,0.00
John Brooks\John-Brooks,us USA,DF,Wolfsburg,de Bundesliga,26.00,24.70,34.49,852.00,1480.00,1.90,47.00,1.30,32.00,5.00,0.24,6.00,83.30,0.02,0.50,0.00,0.00,0.16,4.00,0.16,4.00,2.51,62.00,0.57,4.00,0.00
Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,de Bundesliga,31.00,19.00,32.89,625.00,1269.00,25.53,485.00,1.00,19.00,13.00,1.37,26.00,50.00,0.19,3.60,0.05,1.00,2.53,48.00,2.84,54.00,2.63,50.00,4.48,36.00,12.00
Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Wolfsburg,de Bundesliga,27.00,9.00,23.78,214.00,425.00,1.33,12.00,1.00,9.00,2.00,0.33,3.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,5.00,0.11,0.00,0.00
Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Mainz 05,de Bundesliga,27.00,7.50,29.47,221.00,392.00,1.73,13.00,0.93,7.00,1.00,0.13,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,15.00,0.00,0.00,0.00
Esteban Burgos\Esteban-Burgos,ar ARG,DF,Eibar,es La Liga,27.00,12.40,17.50,217.00,515.00,0.65,8.00,0.24,3.00,7.00,0.56,7.00,100.00,0.01,0.10,0.00,0.00,0.08,1.00,0.08,1.00,2.18,27.00,0.32,1.00,0.00
Dan Burn\Dan-Burn,eng ENG,DF,Brighton,eng Premier League,27.00,32.00,44.94,1438.00,2247.00,14.88,476.00,1.00,32.00,25.00,1.34,43.00,58.10,0.04,1.20,0.03,1.00,0.91,29.00,0.56,18.00,3.50,112.00,1.06,21.00,8.00
Patrick Burner\Patrick-Burner,fr FRA,DF,Nice,fr Ligue 1,23.00,15.90,52.96,842.00,1235.00,10.13,161.00,0.63,10.00,20.00,2.01,32.00,62.50,0.04,0.60,0.13,2.00,0.88,14.00,0.44,7.00,4.59,73.00,1.13,9.00,5.00
Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,es La Liga,27.00,29.80,27.72,826.00,1628.00,7.85,234.00,0.81,24.00,6.00,0.50,15.00,40.00,0.05,1.40,0.10,3.00,0.50,15.00,0.47,14.00,3.29,98.00,1.07,10.00,5.00
Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,eng Premier League,25.00,14.40,40.63,585.00,1013.00,18.33,264.00,2.85,41.00,5.00,0.97,14.00,35.70,0.03,0.50,0.00,0.00,0.35,5.00,0.49,7.00,1.53,22.00,1.32,5.00,0.00
Erick Cabaco\Erick-Cabaco,uy URU,DF,Getafe,es La Liga,24.00,3.00,23.00,69.00,169.00,6.33,19.00,0.33,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00,3.67,11.00,0.00,1.00,0.00
Erick Cabaco\Erick-Cabaco,uy URU,DF,Levante,es La Liga,24.00,9.00,28.22,254.00,469.00,1.33,12.00,0.44,4.00,4.00,0.56,5.00,80.00,0.01,0.10,0.11,1.00,0.11,1.00,0.22,2.00,1.67,15.00,0.67,1.00,0.00
Manuel Cabit\Manuel-Cabit,mq MTQ,DF,Metz,fr Ligue 1,26.00,3.00,30.67,92.00,181.00,16.33,49.00,0.00,0.00,2.00,0.67,2.00,100.00,0.27,0.80,0.00,0.00,1.67,5.00,0.67,2.00,1.67,5.00,2.00,3.00,2.00
Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,es La Liga,28.00,17.00,15.76,268.00,730.00,2.94,50.00,0.94,16.00,5.00,0.35,6.00,83.30,0.01,0.20,0.00,0.00,0.35,6.00,0.12,2.00,3.18,54.00,0.35,5.00,1.00
Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Espanyol,es La Liga,28.00,17.00,32.24,548.00,993.00,4.29,73.00,0.41,7.00,5.00,0.35,6.00,83.30,0.02,0.30,0.12,2.00,0.41,7.00,0.35,6.00,2.35,40.00,0.65,6.00,1.00
Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Cagliari,it Serie A,32.00,12.80,40.70,521.00,808.00,13.52,173.00,0.70,9.00,5.00,0.70,9.00,55.60,0.04,0.50,0.00,0.00,0.86,11.00,0.39,5.00,3.28,42.00,1.17,7.00,4.00
Martín Cáceres\Martin-Caceres,uy URU,DF,Fiorentina,it Serie A,32.00,26.20,38.51,1009.00,1551.00,5.38,141.00,0.57,15.00,4.00,0.19,5.00,80.00,0.02,0.50,0.08,2.00,0.38,10.00,0.50,13.00,3.24,85.00,1.03,6.00,4.00
Anthony Caci\Anthony-Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22.00,7.70,51.43,396.00,624.00,14.68,113.00,0.52,4.00,4.00,1.30,10.00,40.00,0.26,2.00,0.39,3.00,2.60,20.00,1.56,12.00,6.49,50.00,2.60,12.00,8.00
Jonathan Cafu\Jonathan-Cafu,br BRA,DF,Bordeaux,fr Ligue 1,28.00,2.20,46.36,102.00,126.00,10.91,24.00,1.36,3.00,3.00,2.73,6.00,50.00,0.05,0.10,0.00,0.00,0.45,1.00,0.91,2.00,0.00,0.00,1.34,1.00,0.00
Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,eng Premier League,33.00,24.10,31.45,758.00,1207.00,2.37,57.00,1.74,42.00,8.00,0.41,10.00,80.00,0.01,0.20,0.00,0.00,0.08,2.00,0.08,2.00,1.41,34.00,0.33,2.00,0.00
Arturo Calabresi\Arturo-Calabresi,it ITA,DF,Amiens,fr Ligue 1,23.00,20.90,28.23,590.00,1240.00,12.30,257.00,0.67,14.00,24.00,1.67,35.00,68.60,0.04,0.90,0.00,0.00,0.53,11.00,0.24,5.00,2.68,56.00,0.91,9.00,2.00
Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,22.00,18.00,50.89,916.00,1376.00,16.61,299.00,1.56,28.00,11.00,1.33,24.00,45.80,0.04,0.70,0.06,1.00,1.61,29.00,0.72,13.00,5.50,99.00,1.55,20.00,9.00
Riccardo Calafiori\Riccardo-Calafiori,it ITA,DF,Roma,it Serie A,17.00,0.70,24.29,17.00,19.00,8.57,6.00,4.29,3.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,0.00,0.00
Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,it Serie A,25.00,10.70,27.76,297.00,531.00,2.24,24.00,0.75,8.00,2.00,0.19,2.00,100.00,0.04,0.40,0.00,0.00,0.00,0.00,0.09,1.00,1.12,12.00,0.28,0.00,0.00
Marco Calderoni\Marco-Calderoni,it ITA,DF,Lecce,it Serie A,30.00,22.90,39.13,896.00,1368.00,17.42,399.00,1.09,25.00,12.00,0.79,18.00,66.70,0.09,2.10,0.04,1.00,2.27,52.00,0.92,21.00,1.79,41.00,1.66,33.00,19.00
Fernando Calero\Fernando-Calero,es ESP,DF,Espanyol,es La Liga,23.00,11.60,38.45,446.00,699.00,1.55,18.00,0.00,0.00,1.00,0.09,1.00,100.00,0.00,0.00,0.09,1.00,0.26,3.00,0.09,1.00,1.38,16.00,0.26,3.00,0.00
Duje Caleta-Car\Duje-Caleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22.00,21.00,41.62,874.00,1282.00,2.19,46.00,1.05,22.00,0.00,0.00,0.00,,0.01,0.30,0.00,0.00,0.14,3.00,0.14,3.00,2.71,57.00,0.48,3.00,0.00
Xisco Campos\Xisco-Campos,es ESP,DF,Mallorca,es La Liga,37.00,5.30,27.55,146.00,264.00,2.26,12.00,0.75,4.00,0.00,0.00,0.00,,0.02,0.10,0.00,0.00,0.38,2.00,0.38,2.00,0.75,4.00,0.38,1.00,1.00
João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,eng Premier League,25.00,13.40,72.39,970.00,1295.00,30.90,414.00,2.46,33.00,46.00,4.70,63.00,73.00,0.13,1.70,0.30,4.00,1.94,26.00,1.12,15.00,7.39,99.00,3.20,23.00,3.00
Antonio Candreva\Antonio-Candreva,it ITA,DF,Inter,it Serie A,32.00,22.10,54.62,1207.00,1568.00,30.27,669.00,2.99,66.00,10.00,1.22,27.00,37.00,0.25,5.50,0.09,2.00,3.89,86.00,2.13,47.00,2.94,65.00,3.52,61.00,25.00
Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,es La Liga,27.00,31.90,35.80,1142.00,1951.00,20.72,661.00,1.47,47.00,52.00,2.38,76.00,68.40,0.11,3.40,0.09,3.00,1.13,36.00,0.82,26.00,2.07,66.00,1.50,25.00,11.00
Andrea Carboni\Andrea-Carboni,it ITA,DFMF,Cagliari,it Serie A,18.00,4.10,30.98,127.00,207.00,2.20,9.00,0.24,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.24,1.00,0.00,0.00,3.66,15.00,0.49,1.00,0.00
Diego Carlos\Diego-Carlos,br BRA,DF,Sevilla,es La Liga,26.00,34.80,43.13,1501.00,2225.00,1.55,54.00,0.80,28.00,8.00,0.26,9.00,88.90,0.01,0.50,0.03,1.00,0.14,5.00,0.23,8.00,2.01,70.00,0.46,3.00,2.00
Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28.00,14.10,45.39,640.00,918.00,16.31,230.00,0.78,11.00,16.00,1.70,24.00,66.70,0.05,0.70,0.07,1.00,1.77,25.00,0.99,14.00,3.62,51.00,2.05,18.00,7.00
Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,30.00,9.40,47.98,451.00,617.00,3.19,30.00,0.96,9.00,3.00,0.32,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,2.45,23.00,0.32,0.00,0.00
Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,27.00,30.40,65.00,1976.00,2739.00,28.55,868.00,2.47,75.00,30.00,1.88,57.00,52.60,0.14,4.30,0.13,4.00,2.27,69.00,1.38,42.00,4.08,124.00,2.43,53.00,16.00
Timothy Castagne\Timothy-Castagne,be BEL,DF,Atalanta,it Serie A,23.00,19.70,50.46,994.00,1322.00,26.19,516.00,2.69,53.00,14.00,1.27,25.00,56.00,0.13,2.50,0.05,1.00,1.93,38.00,1.27,25.00,2.18,43.00,2.24,26.00,12.00
Jean-Charles Castelletto\Jean-Charles-Castelletto,cm CMR,DF,Brest,fr Ligue 1,24.00,20.40,37.40,763.00,1192.00,1.27,26.00,0.39,8.00,8.00,0.39,8.00,100.00,0.00,0.10,0.00,0.00,0.25,5.00,0.20,4.00,2.79,57.00,0.39,5.00,0.00
Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,eng Premier League,25.00,32.10,37.35,1199.00,1866.00,21.21,681.00,2.21,71.00,30.00,2.37,76.00,39.50,0.03,0.90,0.00,0.00,0.81,26.00,0.59,19.00,1.62,52.00,1.53,21.00,5.00
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,30.00,27.60,21.74,600.00,1157.00,0.87,24.00,0.40,11.00,4.00,0.22,6.00,66.70,0.00,0.00,0.00,0.00,0.14,4.00,0.04,1.00,1.38,38.00,0.18,3.00,1.00
Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,27.00,9.30,30.97,288.00,499.00,2.26,21.00,0.75,7.00,4.00,0.65,6.00,66.70,0.00,0.00,0.00,0.00,0.22,2.00,0.11,1.00,1.83,17.00,0.43,2.00,0.00
Christian Celesia\Christian-Celesia,it ITA,DF,Torino,it Serie A,17.00,0.00,#DIV/0!,1.00,1.00,#DIV/0!,1.00,#DIV/0!,1.00,0.00,#DIV/0!,0.00,,#DIV/0!,0.20,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,1.00,#DIV/0!,0.00,90.00,0.00,0.00
Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,22.00,23.00,44.52,1024.00,1613.00,20.83,479.00,1.48,34.00,19.00,1.83,42.00,45.20,0.08,1.80,0.09,2.00,1.65,38.00,0.74,17.00,3.87,89.00,1.30,27.00,11.00
Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,fr Ligue 1,23.00,28.00,32.50,910.00,1695.00,13.21,370.00,0.82,23.00,28.00,1.75,49.00,57.10,0.08,2.30,0.00,0.00,1.50,42.00,0.75,21.00,2.00,56.00,1.39,25.00,17.00
Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,29.00,13.80,27.46,379.00,670.00,2.83,39.00,0.65,9.00,0.00,0.14,2.00,0.00,0.01,0.10,0.00,0.00,0.29,4.00,0.14,2.00,1.52,21.00,0.43,3.00,1.00
Julian Chabot\Julian-Chabot,de GER,DF,Sampdoria,it Serie A,21.00,6.30,27.46,173.00,314.00,1.27,8.00,0.48,3.00,4.00,0.63,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,13.00,0.16,0.00,0.00
Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,32.00,17.00,38.76,659.00,1077.00,12.12,206.00,0.24,4.00,17.00,1.82,31.00,54.80,0.11,1.80,0.00,0.00,2.65,45.00,1.29,22.00,3.82,65.00,2.71,30.00,15.00
Sofian Chakla\Sofian-Chakla,ma MAR,DF,Villarreal,es La Liga,25.00,2.00,33.00,66.00,107.00,1.00,2.00,0.50,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,24.00,12.20,58.61,715.00,1028.00,15.41,188.00,2.21,27.00,13.00,1.48,18.00,72.20,0.06,0.70,0.00,0.00,0.57,7.00,0.33,4.00,2.95,36.00,1.23,5.00,2.00
Jhon Chancellor\Jhon-Chancellor,ve VEN,DF,Brescia,it Serie A,27.00,24.90,26.99,672.00,1171.00,1.24,31.00,0.92,23.00,8.00,0.36,9.00,88.90,0.00,0.00,0.00,0.00,0.04,1.00,0.00,0.00,0.72,18.00,0.04,1.00,0.00
Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,29.00,13.60,36.69,499.00,589.00,17.72,241.00,2.50,34.00,4.00,0.74,10.00,40.00,0.07,1.00,0.07,1.00,2.43,33.00,0.88,12.00,1.91,26.00,1.70,19.00,14.00
Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24.00,9.10,48.90,445.00,648.00,1.76,16.00,0.22,2.00,3.00,0.33,3.00,100.00,0.00,0.00,0.00,0.00,0.22,2.00,0.22,2.00,3.52,32.00,0.55,2.00,0.00
Aurélien Chedjou\Aurelien-Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34.00,21.90,32.19,705.00,1277.00,1.42,31.00,0.50,11.00,13.00,0.68,15.00,86.70,0.01,0.20,0.00,0.00,0.09,2.00,0.09,2.00,3.61,79.00,0.55,2.00,0.00
Chema\Chema,es ESP,DF,Getafe,es La Liga,27.00,3.40,19.12,65.00,155.00,2.35,8.00,1.47,5.00,1.00,0.29,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,8.00,0.29,0.00,0.00
