Player,Nation,Pos,Squad,Comp,Age,90s,TacklesAttemptedp90,TacklesAttempted,TacklesWonp90,TacklesWon,Def. Duels Attemptedp90,Def. Duels Attempted,Def. Duels Won Perc,Succ Pressure Perc,Def 3rd Pressurep90,Def 3rd Pressure,Mid 3rd Pressurep90,Mid 3rd Pressure,Interceptionsp90,Interceptions,Foulsp90,Fouls,AerialDuels_won,AerialDuels_lost,AerialDuelsAttemptedp90,AerialDuelsPer,TimesDribbledPastp90,TimesDribbledPast,TouchesAttacking3rd
Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,28,12.5,1.6,20,1.12,14,2,25,52,32.2,5.04,63,3.6,45,1.92,24,0.88,11,70,14,6.72,83.3,0.96,12,38
Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,28,6.9,1.88,13,1.3,9,2.03,14,28.6,31.7,6.81,47,6.09,42,1.45,10,2.32,16,11,2,1.88,84.6,1.45,10,111
Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,24,17.2,2.56,44,1.63,28,1.63,28,46.4,38.1,8.31,143,3.6,62,1.98,34,1.28,22,32,22,3.14,59.3,0.87,15,75
Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,2,3,6,1.5,3,2.5,5,60,35.1,9.5,19,7.5,15,0.5,1,0.5,1,4,3,3.5,57.1,1,2,39
Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,27,24,2.42,58,1.25,30,2.17,52,53.8,28.2,4.67,112,5.29,127,1.38,33,0.96,23,37,39,3.17,48.7,1,24,602
Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,20,16.2,1.23,20,0.43,7,1.73,28,21.4,29.4,4.57,74,2.35,38,2.1,34,0.49,8,14,10,1.48,58.3,1.36,22,68
Joan Sastre Vanrell\Joan-Sastre-Vanrell,es ESP,DF,Mallorca,es La Liga,22,15.1,1.66,25,1.13,17,2.52,38,36.8,23.1,7.15,108,3.38,51,1.46,22,1.32,20,7,11,1.19,38.9,1.59,24,291
Stefan Savic\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,28,22,0.73,16,0.36,8,0.68,15,40,43.2,2.55,56,1.77,39,1.09,24,0.68,15,59,26,3.86,69.4,0.41,9,22
Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,eng Premier League,27,18.6,2.63,49,1.45,27,2.58,48,45.8,26.7,8.01,149,3.66,68,2.74,51,1.56,29,35,27,3.33,56.5,1.4,26,86
Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,eng Premier League,30,4,1.5,6,1.25,5,1.25,5,0,29.8,6.5,26,3.5,14,1.75,7,1.5,6,8,2,2.5,80,1.25,5,90
Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,21.5,2.84,61,1.77,38,1.77,38,44.7,36.4,7.67,165,3.95,85,1.81,39,0.98,21,64,45,5.07,58.7,0.98,21,27
Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,4.1,1.95,8,1.22,5,1.46,6,33.3,27,5.85,24,2.44,10,0.98,4,1.46,6,23,6,7.07,79.3,0.98,4,23
Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,0.7,0,0,0,0,0,0,,30.8,5.71,4,8.57,6,1.43,1,1.43,1,4,1,7.14,80,0,0,16
Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,31.5,1.49,47,0.98,31,1.21,38,50,25.9,4.7,148,3.81,120,1.21,38,0.38,12,34,29,2,54,0.6,19,635
Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,24,12.9,2.4,31,1.09,14,2.56,33,45.5,34,6.98,90,6.74,87,1.4,18,1.71,22,22,25,3.64,46.8,1.4,18,227
Sebastian Schonlau\Sebastian-Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,23,2.87,66,1.52,35,2.91,67,50.7,32.5,6.78,156,2.96,68,1.74,40,0.87,20,57,35,4,62,1.43,33,37
Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,26,6.6,2.27,15,1.21,8,2.73,18,44.4,35.1,3.64,24,5.76,38,1.06,7,1.82,12,2,2,0.61,50,1.52,10,170
Aleksandar Sedlar\Aleksandar-Sedlar,rs SRB,DF,Mallorca,es La Liga,27,9,1.78,16,0.89,8,1.56,14,42.9,28.7,7.22,65,2.44,22,2.11,19,1.22,11,25,15,4.44,62.5,0.89,8,14
Ken Sema\Ken-Sema,se SWE,DFMF,Udinese,it Serie A,25,27.3,1.76,48,0.99,27,2.34,64,42.2,26.2,8.21,224,4.58,125,0.73,20,1.17,32,16,16,1.17,50,1.36,37,540
Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,25,23.3,2.32,54,1.59,37,1.5,35,48.6,28.5,4.89,114,5.41,126,1.03,24,0.9,21,14,9,0.99,60.9,0.77,18,618
Alessandro Semprini\Alessandro-Semprini,it ITA,DF,Brescia,it Serie A,21,7,1.43,10,0.43,3,1.29,9,66.7,20.7,5.86,41,3.57,25,1.29,9,0.57,4,7,6,1.86,53.8,0.43,3,100
Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,3.8,1.32,5,0,0,1.32,5,40,21.6,5.53,21,5,19,0.26,1,1.05,4,6,5,2.89,54.5,0.79,3,89
Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,19.3,1.76,34,1.24,24,1.81,35,42.9,28.5,6.22,120,6.11,118,1.14,22,1.19,23,32,23,2.85,58.2,1.04,20,469
Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,0.5,2,1,2,1,2,1,100,100,2,1,0,0,0,0,0,0,1,0,2,100,0,0,0
Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,eng Premier League,27,20.3,4.14,84,1.97,40,3.55,72,47.2,29.1,9.85,200,6.4,130,2.02,41,1.18,24,29,33,3.05,46.8,1.87,38,407
Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,29,13.1,1.53,20,0.99,13,0.69,9,55.6,41.4,5.88,77,3.66,48,1.76,23,0.61,8,27,13,3.05,67.5,0.31,4,33
Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,2.6,1.92,5,0.77,2,1.54,4,75,18.8,5,13,6.54,17,1.54,4,1.15,3,7,4,4.23,63.6,0.38,1,23
Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,25,30.9,1.72,53,0.61,19,1.65,51,41.2,25.9,5.47,169,5.5,170,1.17,36,1.46,45,36,43,2.56,45.6,0.97,30,478
Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,17.5,1.89,33,1.2,21,1.09,19,68.4,45.1,2.63,46,2.29,40,1.43,25,0.51,9,31,20,2.91,60.8,0.34,6,57
Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,16.7,3.47,58,1.68,28,2.16,36,52.8,33.2,9.52,159,6.23,104,1.86,31,1.56,26,44,27,4.25,62,1.02,17,196
Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,2.7,1.85,5,0.74,2,2.22,6,33.3,12.5,6.3,17,4.81,13,0.74,2,0.37,1,4,2,2.22,66.7,1.48,4,5
Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,18,1.5,1.33,2,0,0,1.33,2,50,36.4,2.67,4,4,6,0,0,1.33,2,5,1,4,83.3,0.67,1,34
Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,10.1,2.38,24,1.58,16,2.48,25,36,37.8,5.64,57,5.25,53,0.89,9,1.19,12,7,12,1.88,36.8,1.58,16,126
Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,30,21.3,1.88,40,1.17,25,1.36,29,44.8,38.1,5.35,114,3.19,68,2.25,48,1.13,24,74,39,5.31,65.5,0.75,16,69
Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,23,29,1.62,47,1.03,30,1.9,55,47.3,32,3.48,101,4.07,118,0.69,20,0.72,21,18,24,1.45,42.9,1,29,624
Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,24,29.2,1.61,47,0.99,29,1.3,38,39.5,28.2,5.24,153,3.94,115,0.92,27,1.78,52,37,30,2.29,55.2,0.79,23,159
Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,29,28.5,1.26,36,0.81,23,0.42,12,75,33.2,3.61,103,2.6,74,2.11,60,1.16,33,91,33,4.35,73.4,0.11,3,81
Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,28,22.8,2.28,52,1.32,30,2.37,54,44.4,27.3,7.98,182,6.8,155,1.1,25,1.1,25,36,30,2.89,54.5,1.32,30,368
Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,27,2.8,2.14,6,1.79,5,1.79,5,40,27.3,8.21,23,9.29,26,1.07,3,2.14,6,2,3,1.79,40,1.07,3,59
Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,27,14.5,3.17,46,1.66,24,2.62,38,47.4,30.9,9.93,144,7.86,114,1.24,18,0.69,10,20,22,2.9,47.6,1.38,20,260
Rafa Soares\Rafa-Soares,pt POR,DFMF,Eibar,es La Liga,24,4.8,1.04,5,0.42,2,2.29,11,9.1,29.1,3.96,19,5,24,0.42,2,1.04,5,7,7,2.92,50,2.08,10,81
Lasse Sobiech\Lasse-Sobiech,de GER,DF,Köln,de Bundesliga,28,1,1,1,0,0,0,0,,33.3,8,8,7,7,4,4,2,2,10,3,13,76.9,0,0,7
Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,19,0.1,0,0,0,0,0,0,,0,10,1,0,0,0,0,0,0,0,1,10,0,0,0,0
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Genoa,it Serie A,27,7.1,0.85,6,0.7,5,0.42,3,66.7,35.4,4.65,33,2.11,15,1.13,8,0.56,4,20,6,3.66,76.9,0.14,1,6
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,4.6,0.65,3,0.43,2,0,0,,31.3,4.13,19,2.61,12,1.09,5,1.09,5,13,7,4.35,65,0,0,8
Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,22.4,2.54,57,1.25,28,3.3,74,37.8,25.6,8.26,185,7.68,172,0.85,19,1.52,34,27,33,2.68,45,2.05,46,429
Çaglar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,23,33.7,2.17,73,1.39,47,1.63,55,52.7,39.9,5.58,188,3.03,102,1.28,43,0.86,29,122,56,5.28,68.5,0.77,26,83
Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,26,17.2,1.05,18,0.58,10,1.57,27,40.7,30.5,5.17,89,4.13,71,1.22,21,0.87,15,16,18,1.98,47.1,0.93,16,407
Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,22,23.5,2.26,53,1.53,36,1.53,36,38.9,36.3,8.38,197,5.53,130,2.38,56,0.94,22,50,53,4.38,48.5,0.94,22,50
Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,17.2,1.22,21,0.76,13,1.22,21,23.8,25.7,6.74,116,4.65,80,1.22,21,0.58,10,22,18,2.33,55,0.93,16,236
Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,4.4,1.59,7,0,0,0.91,4,75,17.1,5.68,25,3.18,14,0.45,2,1.36,6,6,6,2.73,50,0.23,1,61
Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,9,3.11,28,2.33,21,2.67,24,37.5,37.4,8,72,6,54,1.33,12,1,9,11,10,2.33,52.4,1.67,15,12
Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,24,19.2,2.03,39,1.25,24,1.46,28,39.3,26.8,7.34,141,6.41,123,1.2,23,1.35,26,37,26,3.28,58.7,0.89,17,45
Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,25,27.2,2.06,56,1.29,35,1.8,49,42.9,35,5.33,145,2.57,70,1.1,30,0.48,13,43,56,3.64,43.4,1.03,28,44
Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,37.2,2.04,76,1.16,43,1.99,74,32.4,26.6,7.45,277,6.05,225,0.97,36,1.05,39,35,26,1.64,57.4,1.34,50,927
John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,25,12.5,1.52,19,0.96,12,0.64,8,50,43.3,3.76,47,3.04,38,0.64,8,0.4,5,38,20,4.64,65.5,0.32,4,57
Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,15.1,1.85,28,0.99,15,2.72,41,36.6,26.7,6.36,96,2.45,37,1.79,27,0.66,10,47,35,5.43,57.3,1.72,26,39
Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,28,31,1.26,39,0.71,22,1.19,37,51.4,25.3,5.19,161,3.65,113,0.71,22,0.29,9,10,23,1.06,30.3,0.58,18,575
Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,31,28.8,2.4,69,1.7,49,2.71,78,46.2,31.2,7.05,203,7.67,221,0.94,27,1.91,55,36,50,2.99,41.9,1.46,42,572
Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,23,0.7,2.86,2,2.86,2,4.29,3,66.7,18.2,7.14,5,7.14,5,1.43,1,1.43,1,0,1,1.43,0,1.43,1,3
Neven Subotic\Neven-Subotic,rs SRB,DF,Union Berlin,de Bundesliga,30,21.8,1.79,39,1.01,22,1.61,35,17.1,37.2,6.28,137,4.59,100,1.7,37,0.78,17,71,21,4.22,77.2,1.33,29,70
Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,31,4.4,1.82,8,0.91,4,1.36,6,66.7,44.4,2.95,13,1.14,5,1.82,8,0.91,4,8,10,4.09,44.4,0.45,2,4
Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,23,7.1,1.27,9,0.56,4,0.7,5,60,35.6,4.08,29,2.11,15,0.85,6,0.85,6,16,3,2.68,84.2,0.28,2,19
Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,15,1.4,21,0.8,12,1.07,16,37.5,27,5.93,89,2.13,32,1.53,23,1.13,17,35,22,3.8,61.4,0.67,10,11
Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,19,3.1,0.97,3,0.65,2,0.32,1,0,25.6,4.84,15,7.1,22,1.94,6,2.58,8,11,8,6.13,57.9,0.32,1,45
Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,32,14.9,1.88,28,1.14,17,1.68,25,40,28,6.44,96,5.7,85,1.01,15,0.94,14,18,21,2.62,46.2,1.01,15,284
Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,28,2.64,74,1.82,51,2.71,76,46.1,31.1,7.39,207,5.39,151,2.25,63,1.32,37,76,44,4.29,63.3,1.46,41,460
Tachi\Tachi,es ESP,DF,Alavés,es La Liga,21,2.6,0.77,2,0.38,1,1.54,4,25,25,6.54,17,2.31,6,1.54,4,1.92,5,2,7,3.46,22.2,1.15,3,3
Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,23,23.2,1.68,39,0.78,18,1.16,27,40.7,34.2,5.99,139,3.62,84,1.08,25,1.25,29,79,25,4.48,76,0.69,16,66
Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,5.8,3.45,20,2.59,15,3.28,19,47.4,31.6,8.97,52,6.55,38,1.9,11,1.38,8,19,10,5,65.5,1.72,10,38
Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,11.8,2.54,30,1.61,19,2.03,24,58.3,32.8,6.44,76,3.9,46,0.76,9,1.1,13,25,25,4.24,50,0.85,10,19
Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23,25.5,2.24,57,1.29,33,2.2,56,35.7,29.3,7.22,184,5.69,145,2.35,60,1.02,26,32,37,2.71,46.4,1.41,36,418
Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,23,10.6,1.04,11,0.66,7,1.42,15,53.3,34.7,4.91,52,1.42,15,0.75,8,0.66,7,18,10,2.64,64.3,0.66,7,12
James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,38,2,76,1.34,51,1.32,50,50,31.9,5.71,217,2.21,84,1.61,61,1.26,48,215,60,7.24,78.2,0.66,25,111
Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,25,21.6,1.99,43,0.74,16,1.99,43,39.5,29,5.42,117,3.66,79,1.34,29,0.79,17,47,31,3.61,60.3,1.2,26,375
Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,12.1,1.57,19,0.74,9,1.74,21,42.9,27.3,5.04,61,4.38,53,1.65,20,0.66,8,10,16,2.15,38.5,0.99,12,124
Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,de Bundesliga,28,1.2,0,0,0,0,3.33,4,0,27.8,10,12,5,6,2.5,3,1.67,2,1,1,1.67,50,3.33,4,4
Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,23,16.1,1.86,30,0.75,12,1.68,27,55.6,26.7,5.28,85,5.34,86,1.8,29,1.43,23,19,25,2.73,43.2,0.75,12,249
Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,22,7.6,2.24,17,1.05,8,1.97,15,60,19.7,7.89,60,4.87,37,1.32,10,0.79,6,8,7,1.97,53.3,0.79,6,112
Aleksa Terzic\Aleksa-Terzic,rs SRB,DF,Fiorentina,it Serie A,19,0.1,0,0,0,0,0,0,,0,0,0,20,2,0,0,0,0,0,0,0,,0,0,0
Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,23,11.9,3.11,37,2.1,25,1.76,21,52.4,32,5.63,67,4.54,54,1.6,19,1.09,13,8,14,1.85,36.4,0.84,10,293
Malick Thiaw\Malick-Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17,0.8,2.5,2,1.25,1,2.5,2,50,21.4,7.5,6,8.75,7,5,4,1.25,1,1,5,7.5,16.7,1.25,1,4
Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,,3,1.33,4,1,3,1.33,4,25,22.2,4.33,13,5.67,17,1.33,4,0.33,1,3,10,4.33,23.1,1,3,92
Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,31,26,1.12,29,0.88,23,1.15,30,26.7,39.6,6.31,164,2.27,59,1.46,38,0.81,21,74,51,4.81,59.2,0.85,22,26
Erik Thommy\Erik-Thommy,de GER,DFFW,Düsseldorf,de Bundesliga,24,25.1,1.55,39,1.08,27,1.55,39,35.9,30,5.66,142,8.65,217,0.64,16,0.68,17,16,51,2.67,23.9,1,25,613
Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,22,11,1.91,21,1,11,1.36,15,66.7,31,5.64,62,4.64,51,0.82,9,0.73,8,10,10,1.82,50,0.45,5,197
Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,13.4,1.72,23,0.82,11,1.12,15,53.3,34.8,4.93,66,4.33,58,2.54,34,1.94,26,40,26,4.93,60.6,0.52,7,58
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,19,0.9,1.11,1,1.11,1,1.11,1,0,42.9,4.44,4,3.33,3,0,0,1.11,1,1,2,3.33,33.3,1.11,1,0
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,4.1,3.66,15,2.44,10,2.93,12,75,38.7,11.22,46,6.59,27,3.41,14,1.46,6,12,2,3.41,85.7,0.73,3,12
Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24,24.3,1.56,38,0.78,19,1.73,42,42.9,30.7,6.91,168,4.9,119,0.7,17,1.15,28,9,27,1.48,25,0.99,24,465
Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,it Serie A,28,29,2.38,69,1.76,51,3.03,88,43.2,35.6,5.03,146,6.17,179,1.59,46,1.24,36,56,29,2.93,65.9,1.72,50,242
Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,28.1,1.71,48,1,28,1.64,46,52.2,30.5,7.15,201,5.41,152,1.74,49,1.32,37,52,50,3.63,51,0.78,22,448
James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,17.6,1.7,30,0.8,14,1.02,18,66.7,32.6,5.57,98,1.99,35,1.31,23,0.74,13,75,22,5.51,77.3,0.34,6,34
Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21,14.3,2.1,30,1.05,15,0.91,13,53.8,32.2,5.73,82,4.48,64,1.4,20,0.49,7,40,22,4.34,64.5,0.42,6,50
Nenad Tomovic\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31,19.5,1.08,21,0.56,11,0.87,17,58.8,24.3,5.95,116,3.08,60,1.59,31,1.28,25,32,11,2.21,74.4,0.36,7,147
Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,29,7.8,2.18,17,1.41,11,1.67,13,46.2,31.9,5.38,42,2.95,23,0.51,4,1.54,12,15,15,3.85,50,0.9,7,22
Toño\Tono,es ESP,DF,Levante,es La Liga,29,17.7,1.58,28,0.73,13,1.64,29,44.8,30.3,5.48,97,3.45,61,0.73,13,0.9,16,15,18,1.86,45.5,0.9,16,270
Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,7.9,1.27,10,0.76,6,0.63,5,60,26,5.44,43,3.54,28,1.39,11,0.76,6,21,12,4.18,63.6,0.25,2,34
Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22,33,1.12,37,0.7,23,1,33,63.6,31,4.97,164,2.7,89,0.94,31,0.88,29,45,50,2.88,47.4,0.36,12,38
Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,16.2,1.91,31,1.05,17,1.73,28,42.9,37.2,7.28,118,4.81,78,1.91,31,1.05,17,42,19,3.77,68.9,0.99,16,46
Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,16.6,2.11,35,1.45,24,1.33,22,27.3,32.3,6.87,114,4.46,74,1.57,26,1.08,18,38,24,3.73,61.3,0.96,16,235
Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27,19.3,2.8,54,1.5,29,3.16,61,50.8,27.6,8.45,163,5.65,109,1.76,34,1.09,21,38,30,3.52,55.9,1.55,30,254
Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,26.8,2.43,65,1.46,39,2.54,68,39.7,29.2,6.46,173,5.22,140,1.94,52,1.6,43,34,26,2.24,56.7,1.53,41,421
Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32,22.8,1.4,32,0.96,22,1.05,24,50,36.2,6.71,153,2.46,56,1.05,24,0.35,8,45,32,3.38,58.4,0.53,12,56
Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,16.4,2.26,37,1.28,21,2.5,41,39,32.4,6.22,102,6.16,101,1.46,24,1.46,24,13,29,2.56,31,1.52,25,229
Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,31.8,2.52,80,1.38,44,2.33,74,43.2,31,6.19,197,5.91,188,1.6,51,1.1,35,43,35,2.45,55.1,1.32,42,571
Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1.5,2.67,4,0.67,1,3.33,5,60,17.4,8,12,5.33,8,2,3,1.33,2,1,0,0.67,100,1.33,2,19
Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,22,2.23,49,1.27,28,2.77,61,44.3,30.4,4.32,95,4.95,109,1,22,0.91,20,21,30,2.32,41.2,1.55,34,522
William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,28.6,1.22,35,0.66,19,0.8,23,34.8,32.5,6.4,183,2.31,66,1.08,31,0.63,18,45,26,2.48,63.4,0.52,15,24
Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,2.1,1.43,3,1.43,3,0.48,1,0,26.7,5.71,12,6.67,14,2.38,5,1.43,3,3,10,6.19,23.1,0.48,1,26
Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23,12.2,2.7,33,1.39,17,2.7,33,42.4,30.3,9.75,119,6.15,75,1.97,24,1.07,13,14,12,2.13,53.8,1.56,19,147
Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25,10.5,1.43,15,0.86,9,0.95,10,50,43.2,3.33,35,5.43,57,2.38,25,1.9,20,22,10,3.05,68.8,0.48,5,21
Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,26.2,2.14,56,1.68,44,1.6,42,54.8,42.7,7.52,197,4.2,110,1.64,43,1.03,27,61,32,3.55,65.6,0.73,19,78
Yan Valery\Yan-Valery,fr FRA,DF,Southampton,eng Premier League,20,8.7,2.41,21,1.49,13,2.3,20,25,28.7,9.66,84,5.98,52,1.38,12,0.8,7,21,19,4.6,52.5,1.72,15,151
Martin Valjent\Martin-Valjent,sk SVK,DF,Mallorca,es La Liga,23,35.4,0.96,34,0.59,21,0.68,24,54.2,29.8,3.45,122,2.26,80,1.16,41,0.54,19,52,43,2.68,54.7,0.31,11,65
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,eng Premier League,22,1.8,2.22,4,1.67,3,1.67,3,33.3,30,4.44,8,5.56,10,0.56,1,1.11,2,4,4,4.44,50,1.11,2,6
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,22,7,0.57,4,0.29,2,0.86,6,50,32.8,5.71,40,3,21,0.71,5,0.86,6,6,11,2.43,35.3,0.43,3,5
Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26,31.4,1.05,33,0.73,23,0.76,24,33.3,39,3.79,119,3.12,98,0.99,31,0.7,22,74,29,3.28,71.8,0.51,16,59
Thibaut Vargas\Thibaut-Vargas,fr FRA,DFMF,Montpellier,fr Ligue 1,19,1.7,0.59,1,0,0,2.35,4,25,18.2,9.41,16,6.47,11,0,0,1.18,2,0,2,1.18,0,1.76,3,38
Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,23,3.6,1.11,4,0.28,1,0.56,2,50,40.9,4.72,17,0.83,3,0.83,3,0.83,3,6,4,2.78,60,0.28,1,15
