Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,xAp90,xA,Progpassesp90,Prog,SuccPassperc,KP90,KP,Targ,PassesReceivedp90,Final3rd,PassesFinal3rdp90,SCA,SCA90,PrgDistp90,PrgDist,npxGSh,Att,Attdribblesp90,SuccDribblesPerc,xG
1961,Matteo Pessina\Matteo-Pessina,it ITA,MFFW,Hellas Verona,it Serie A,22,1997,27.7,0.05,1.3,4.69,130,77.5,0.72,20,1449,52.31,121,4.37,48,1.74,113.68,3149,0.15,49,1.77,59.2,4.8
1962,Andrea Petagna\Andrea-Petagna,it ITA,FW,SPAL,it Serie A,24,1995,33.7,0.1,3.4,2.05,69,73.5,1.07,36,1582,46.94,37,1.1,86,2.55,95.67,3224,0.07,91,2.7,63.7,12.9
1963,Nils Petersen\Nils-Petersen,de GER,FWMF,Freiburg,de Bundesliga,30,1988,27.1,0.09,2.4,0.92,25,64.8,1.18,32,994,36.68,18,0.66,53,1.96,27.05,733,0.13,19,0.7,47.4,8.1
1964,Danijel Petkovic\Danijel-Petkovic,me MNE,GK,Angers,fr Ligue 1,26,1993,2,0,0,0,0,72.2,0,0,10,5,0,0,0,0,31.5,63,,0,0,,0
1965,Denis Petric\Denis-Petric,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,0,0,0,0,40,0,0,2,2,0,0,0,0,25,25,,0,0,,0
1966,Jacopo Petriccione\Jacopo-Petriccione,it ITA,MF,Lecce,it Serie A,24,1995,23.8,0.09,2.1,5.71,136,86.3,1.72,41,1066,44.79,101,4.24,85,3.58,139.54,3321,0.03,28,1.18,57.1,0.5
1967,Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,it Serie A,28,1991,31.4,0.01,0.3,1.46,46,86.1,0.22,7,905,28.82,45,1.43,18,0.57,54.59,1714,0.08,3,0.1,66.7,2.6
1968,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Udinese,it Serie A,21,1997,0.9,0,0,6.67,6,67.3,1.11,1,37,41.11,2,2.22,3,3.38,135.56,122,,1,1.11,100,0
1969,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Parma,it Serie A,21,1997,10.5,0.02,0.2,4.86,51,75.4,0.38,4,382,36.38,33,3.14,15,1.42,150.19,1577,0.02,18,1.71,61.1,0.1
1970,Rayan Philippe\Rayan-Philippe,fr FRA,DFFW,Dijon,fr Ligue 1,18,2000,0.3,0,0,0,0,71.4,0,0,8,26.67,0,0,1,3,53.33,16,0.04,0,0,,0
1971,Romain Philippoteaux\Romain-Philippoteaux,fr FRA,FWMF,Nîmes,fr Ligue 1,31,1988,22.2,0.06,1.4,4.1,91,71.2,0.99,22,764,34.41,24,1.08,53,2.39,145,3219,0.08,66,2.97,42.4,2.6
1972,Krzysztof Piatek\Krzysztof-Piatek,pl POL,FWMF,Hertha BSC,de Bundesliga,24,1995,10.1,0.14,1.4,0.89,9,75.5,0.79,8,496,49.11,11,1.09,20,1.98,43.27,437,0.12,16,1.58,68.8,4.4
1973,Krzysztof Piatek\Krzysztof-Piatek,pl POL,FW,Milan,it Serie A,24,1995,13.1,0.07,0.9,1.07,14,75.7,0.99,13,636,48.55,15,1.15,29,2.21,50.15,657,0.09,20,1.53,75,6.2
1974,Pablo Piatti\Pablo-Piatti,ar ARG,DFMF,Espanyol,es La Liga,30,1989,0.6,0,0,3.33,2,72.4,0,0,38,63.33,3,5,0,0,183.33,110,0.02,0,0,,0.1
1975,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,es La Liga,26,1992,0.8,0,0,6.25,5,80.4,0,0,38,47.5,2,2.5,1,1.2,235,188,0.06,4,5,75,0.1
1976,Stefano Piccinini\Stefano-Piccinini,it ITA,DF,Sassuolo,it Serie A,16,2002,0.1,0,0,10,1,90.9,10,1,16,160,1,10,1,10,740,74,,0,0,,0
1977,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Atalanta,it Serie A,18,2001,0.2,0,0,0,0,83.3,5,1,15,75,0,0,1,5.29,30,6,0.35,0,0,,0.4
1978,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38,0,0.1,0.05,2,65.2,0.03,1,636,16.74,49,1.29,6,0.16,54.97,2089,,1,0.03,0,0
1979,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,fr Ligue 1,30,1989,5,0.06,0.3,11.6,58,76.1,0.6,3,236,47.2,26,5.2,7,1.4,133.4,667,0.02,11,2.2,54.5,0
1980,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Mainz 05,de Bundesliga,21,1998,6.4,0.06,0.4,6.41,41,70.6,0.63,4,181,28.28,25,3.91,10,1.57,83.75,536,0.02,10,1.56,100,0
1981,Brandon Pierrick\Brandon-Pierrick,eng ENG,MF,Crystal Palace,eng Premier League,17,2001,0.2,0,,0,,,0,,,0,,0,,,0,,,,0,,
1982,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,eng Premier League,30,1988,20.9,0.12,2.6,4.98,104,74.4,0.81,17,643,30.77,38,1.82,23,1.1,78.9,1649,0.04,13,0.62,30.8,0.6
1983,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,31,1987,14.9,0.03,0.5,2.89,43,79.8,0.27,4,401,26.91,37,2.48,10,0.67,38.05,567,0.44,10,0.67,90,0.9
1984,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Genoa,it Serie A,20,1999,24.8,0.02,0.6,0.73,18,70.5,0.56,14,1145,46.17,17,0.69,42,1.69,43.79,1086,0.1,44,1.77,47.7,6.7
1985,Simone Pinna\Simone-Pinna,it ITA,DF,Cagliari,it Serie A,21,1997,1,0.1,0.1,11,11,82.1,2,2,59,59,11,11,3,3,245,245,,1,1,0,0
1986,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,29,1990,0.2,0,0,0,0,100,0,0,1,5,0,0,0,0,0,0,,0,0,,0
1987,Pipa\Pipa,es ESP,DF,Espanyol,es La Liga,21,1998,5.3,0.06,0.3,3.4,18,70.2,0.94,5,152,28.68,6,1.13,10,1.9,140.19,743,0.37,9,1.7,44.4,0.4
1988,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,32,1987,34.4,0.02,0.6,3.46,119,92.9,0.15,5,2211,64.27,192,5.58,12,0.35,234.91,8081,0.15,9,0.26,100,2.3
1989,Lorenzo Pirola\Lorenzo-Pirola,it ITA,DF,Inter,it Serie A,17,2002,0.1,0,0,0,0,100,0,0,8,80,0,0,0,0,130,13,,0,0,,0
1990,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,33,1986,27.1,0.01,0.3,1.51,41,88.7,0.18,5,839,30.96,19,0.7,10,0.37,86.72,2350,0.11,4,0.15,75,0.7
1991,Lukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,34,1985,23.4,0.09,2.1,5.26,123,87.8,0.51,12,1674,71.54,105,4.49,16,0.68,164.06,3839,0.05,23,0.98,56.5,0.4
1992,Claudio Pizarro\Claudio-Pizarro,pe PER,FWMF,Werder Bremen,de Bundesliga,40,1978,2.6,0.27,0.7,4.62,12,69,1.54,4,148,56.92,6,2.31,9,3.46,77.69,202,0.09,5,1.92,60,0.3
1993,Miralem Pjanic\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,29,1990,25.3,0.13,3.3,8.26,209,87.7,1.94,49,1674,66.17,207,8.18,94,3.72,103.36,2615,0.05,22,0.87,72.7,1
1994,Óscar Plano\Oscar-Plano,es ESP,MF,Valladolid,es La Liga,28,1991,27.8,0.1,2.7,2.05,57,71.5,0.9,25,886,31.87,54,1.94,42,1.51,72.77,2023,0.11,22,0.79,50,4.3
1995,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,27,1992,15.5,0.17,2.6,6.77,105,73.6,1.35,21,471,30.39,32,2.06,34,2.19,87.61,1358,0.09,8,0.52,62.5,0.4
1996,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'gladbach,de Bundesliga,26,1993,23.8,0.27,6.4,3.32,79,72.3,1.6,38,1246,52.35,43,1.81,85,3.57,107.56,2560,0.13,77,3.24,62.3,10.6
1997,Thomas Pledl\Thomas-Pledl,de GER,DFMF,Düsseldorf,de Bundesliga,25,1994,1,0.1,0.1,2,2,55.3,1,1,53,53,2,2,2,1.98,162,162,0.03,3,3,66.7,0
1998,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,eng Premier League,23,1995,3.2,0.13,0.4,2.81,9,70.5,1.56,5,159,49.69,3,0.94,11,3.43,178.13,570,0.16,13,4.06,69.2,1.6
1999,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26,1993,13.4,0.19,2.6,8.66,116,85.8,2.01,27,952,71.04,118,8.81,57,4.26,156.42,2096,0.05,35,2.61,62.9,1.9
2000,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,24,1994,0,#DIV/0!,0,#DIV/0!,0,,#DIV/0!,0,4,#DIV/0!,0,#DIV/0!,0,0,#DIV/0!,0,,0,#DIV/0!,,0
2001,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,29,1989,21.3,0.08,1.8,4.84,103,89.5,0.85,18,965,45.31,121,5.68,42,1.97,90.33,1924,0.08,27,1.27,74.1,2
2002,Matteo Politano\Matteo-Politano,it ITA,FW,Napoli,it Serie A,25,1993,8.3,0.18,1.5,3.73,31,76.3,2.29,19,423,50.96,14,1.69,39,4.72,208.43,1730,0.1,24,2.89,70.8,1.9
2003,Matteo Politano\Matteo-Politano,it ITA,FW,Inter,it Serie A,25,1993,2.9,0.24,0.7,3.1,9,68.3,2.76,8,156,53.79,2,0.69,21,7.3,331.03,960,0.05,13,4.48,61.5,0.9
2004,Sebastian Polter\Sebastian-Polter,de GER,FW,Union Berlin,de Bundesliga,28,1991,3.7,0.32,1.2,2.43,9,69.1,2.43,9,199,53.78,4,1.08,14,3.82,28.38,105,0.06,3,0.81,100,1.9
2005,Marin Pongracic\Marin-Pongracic,hr CRO,DF,Wolfsburg,de Bundesliga,21,1997,10.3,0,0,4.27,44,83,0,0,428,41.55,38,3.69,4,0.39,198.16,2041,0.1,12,1.17,75,0.5
2006,Pere Pons\Pere-Pons,es ESP,MF,Alavés,es La Liga,26,1993,12.1,0.07,0.9,1.65,20,74.1,0.41,5,363,30,9,0.74,10,0.83,74.13,897,0.06,15,1.24,26.7,0.2
2007,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,0.02,0.7,0.05,2,45.4,0.11,4,379,9.97,39,1.03,8,0.21,62.11,2360,,0,0,,0
2008,Pedro Porro\Pedro-Porro,es ESP,DFMF,Valladolid,es La Liga,19,1999,8.2,0.02,0.2,4.15,34,64.8,0.49,4,269,32.8,17,2.07,8,0.97,117.2,961,0.03,20,2.44,50,0
2009,Francisco Portillo\Francisco-Portillo,es ESP,MF,Getafe,es La Liga,29,1990,4.2,0.21,0.9,6.43,27,71.9,1.67,7,193,45.95,15,3.57,14,3.35,84.76,356,0.1,11,2.62,81.8,0.3
2010,Portu\Portu,es ESP,FWMF,Real Sociedad,es La Liga,27,1992,26.6,0.2,5.3,2.97,79,68.7,1.28,34,1063,39.96,27,1.02,69,2.6,90.11,2397,0.13,25,0.94,40,5.8
2011,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,22,1997,25.6,0.04,0.9,4.84,124,81.8,0.2,5,1156,45.16,77,3.01,23,0.9,129.02,3303,0.08,14,0.55,71.4,2
2012,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,30,1988,26.4,0.02,0.6,2.99,79,82.8,0.27,7,757,28.67,56,2.12,11,0.42,104.24,2752,0.1,9,0.34,55.6,0.7
2013,Florent Poulolo\Florent-Poulolo,fr FRA,MFDF,Getafe,es La Liga,22,1997,0,#DIV/0!,0,#DIV/0!,0,,#DIV/0!,0,0,#DIV/0!,0,#DIV/0!,0,0,#DIV/0!,0,,0,#DIV/0!,,0
2014,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,13.6,0.13,1.7,2.35,32,70.5,1.03,14,716,52.65,14,1.03,34,2.5,70.37,957,0.17,25,1.84,52,5.7
2015,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,0,#DIV/0!,0,#DIV/0!,0,100,#DIV/0!,0,4,#DIV/0!,0,#DIV/0!,0,0,#DIV/0!,2,,0,#DIV/0!,,0
2016,Darío Poveda\Dario-Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,0.1,0,0,0,0,75,0,0,8,80,0,0,0,0,20,2,0.1,0,0,,0.1
2017,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,16.6,0.08,1.3,5.18,86,75.6,1.02,17,636,38.31,34,2.05,29,1.74,134.58,2234,0.04,29,1.75,48.3,0.3
2018,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,FWMF,Sevilla,es La Liga,20,1999,0.4,0,0,5,2,71.4,0,0,20,50,3,7.5,0,0,262.5,105,,2,5,0,0
2019,Percy Prado\Percy-Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,0,0,3.81,8,79.2,0.48,1,65,30.95,4,1.9,1,0.49,50,105,,0,0,,0
2020,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,0.06,0.8,3.1,39,82.7,0.71,9,537,42.62,33,2.62,23,1.83,101.19,1275,0.08,32,2.54,50,1.3
2021,Abdón Prats\Abdon-Prats,es ESP,FWMF,Mallorca,es La Liga,26,1992,3.1,0.03,0.1,1.61,5,63,0.65,2,173,55.81,4,1.29,2,0.65,40.97,127,0.07,5,1.61,40,1.4
2022,Sanjin Prcic\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,0,0,7.78,7,94.8,0,0,46,51.11,3,3.33,1,1.15,156.67,141,0.03,2,2.22,50,0
2023,Nicolas de Préville\Nicolas-de-Preville,fr FRA,MFFW,Bordeaux,fr Ligue 1,28,1991,22.2,0.21,4.6,4.05,90,72,2.12,47,1218,54.86,53,2.39,88,3.97,173.38,3849,0.09,74,3.33,45.9,4.8
2024,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,0,0,1.67,1,60,0,0,7,11.67,0,0,0,0,0,0,0.03,0,0,,0.1
2025,Kai Pröger\Kai-Proger,de GER,MFFW,Paderborn 07,de Bundesliga,27,1992,23.1,0.16,3.6,3.72,86,53.4,1.77,41,741,32.08,20,0.87,83,3.59,156.06,3605,0.06,112,4.85,58.9,2.9
2026,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,0.02,0.2,3.11,32,76.5,0.39,4,335,32.52,30,2.91,14,1.36,81.36,838,0.06,14,1.36,57.1,0.6
2027,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,0.07,2.2,6.18,194,83.1,0.86,27,1601,50.99,166,5.29,62,1.97,135.61,4258,0.04,65,2.07,61.5,1.3
2028,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,es La Liga,27,1992,28.5,0.12,3.3,1.86,53,70.1,0.6,17,1137,39.89,27,0.95,59,2.07,110.32,3144,0.16,92,3.23,58.7,7.2
2029,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,0.28,1.6,3.68,21,91,1.75,10,452,79.3,31,5.44,20,3.53,173.33,988,0.08,16,2.81,87.5,0.6
2030,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,0.1,3.1,0.56,18,80.7,0.87,28,1143,35.61,13,0.4,53,1.65,62.87,2018,0.14,46,1.43,58.7,12.3
2031,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,32.8,0.2,6.7,6.49,213,81.1,2.53,83,1215,37.04,122,3.72,120,3.66,65.76,2157,0.06,20,0.61,60,7.5
2032,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,0.18,3.4,3.3,63,78.2,1.52,29,1121,58.69,28,1.47,79,4.13,230.99,4412,0.13,101,5.29,49.5,8
2033,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWDF,Watford,eng Premier League,23,1995,0.8,0,0,3.75,3,58.1,0,0,29,36.25,1,1.25,19,5.01,87.5,70,0.07,5,6.25,20,0.7
2034,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWDF,Udinese,it Serie A,23,1995,3.8,0.21,0.8,3.68,14,68,2.89,11,186,48.95,5,1.32,0,0,166.58,633,,15,3.95,60,0
2035,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,25.3,0.17,4.4,1.98,50,68.6,1.38,35,1013,40.04,33,1.3,76,3.01,37.83,957,0.08,29,1.15,44.8,13.2
2036,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,25,1993,28.9,0.09,2.6,1.52,44,70.7,0.87,25,1025,35.47,30,1.04,57,1.97,63.29,1829,0.14,62,2.15,66.1,10.6
2037,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,0,0,5,1,100,0,0,18,90,0,0,0,0,260,52,0.02,2,10,50,0
2038,Quini\Quini,es ESP,DF,Granada,es La Liga,29,1989,8,0.03,0.2,3.38,27,77.2,0.75,6,203,25.38,18,2.25,12,1.5,108.5,868,0.02,11,1.38,54.5,0.2
2039,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,0.07,1.3,4.34,76,81.7,1.09,19,796,45.49,39,2.23,32,1.83,88.46,1548,0.07,6,0.34,66.7,0.2
2040,Quique\Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,0.06,0.3,1.67,9,71,1.3,7,315,58.33,5,0.93,14,2.57,40.74,220,0.07,4,0.74,75,0.7
2041,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,21.2,0.04,0.8,2.17,46,89.2,0.66,14,1175,55.42,81,3.82,48,2.26,158.21,3354,0.05,48,2.26,77.1,1
2042,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,es La Liga,26,1993,22.1,0.03,0.6,3.35,74,88.3,0.23,5,818,37.01,59,2.67,20,0.9,85.43,1888,0.06,40,1.81,75,0.2
2043,Nemanja Radonjic\Nemanja-Radonjic,rs SRB,FWMF,Marseille,fr Ligue 1,23,1996,9.8,0.08,0.8,5.1,50,73.2,1.12,11,556,56.73,16,1.63,28,2.86,288.16,2824,0.09,60,6.12,55,2.8
2044,Ivan Radovanovic\Ivan-Radovanovic,rs SRB,MF,Genoa,it Serie A,30,1988,14.6,0.04,0.6,5.27,77,86.4,1.03,15,672,46.03,85,5.82,24,1.64,105,1533,0.05,9,0.62,77.8,0.8
2045,Ionu? Radu\Ionut-Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17,0.01,0.1,0,0,81.2,0.06,1,354,20.82,12,0.71,4,0.24,48.06,817,,1,0.06,100,0
2046,?tefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,32,1986,25.6,0.03,0.7,4.65,119,87.2,0.51,13,1089,42.54,112,4.38,20,0.78,158.16,4049,0.05,19,0.74,78.9,0.2
2047,Boris Radunovic\Boris-Radunovic,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3,0,0,0,0,60.7,0,0,24,8,0,0,0,0,38,114,,0,0,,0
2048,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,7.8,0.08,0.6,5.13,40,81.9,0.38,3,354,45.38,24,3.08,9,1.16,111.67,871,0.02,20,2.56,55,0.1
2049,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,5,0,0,0,0,69.9,0,0,57,11.4,1,0.2,0,0,53.4,267,,0,0,,0
2050,Raffael\Raffael,br BRA,MF,M'gladbach,de Bundesliga,34,1985,0.7,0.29,0.2,10,7,77.1,5.71,4,57,81.43,2,2.86,8,11.25,177.14,124,0.07,4,5.71,100,0.5
2051,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,26,1993,2.1,0.14,0.3,6.19,13,86.6,2.86,6,187,89.05,7,3.33,13,6.29,253.81,533,0.06,11,5.24,45.5,0.4
2052,Rafinha\Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,23.5,0.06,1.4,4.64,109,86.4,0.85,20,1360,57.87,93,3.96,62,2.64,181.49,4265,0.06,74,3.15,75.7,1.8
2053,Daniele Ragatzu\Daniele-Ragatzu,it ITA,MFFW,Cagliari,it Serie A,27,1991,3.5,0.23,0.8,4.29,15,80.8,2.57,9,192,54.86,6,1.71,16,4.6,164.86,577,0.07,17,4.86,64.7,0.6
2054,Baba Rahman\Baba-Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,1.2,0,0,5.83,7,70,0,0,32,26.67,2,1.67,0,0,157.5,189,0.08,1,0.83,0,0.1
2055,Antonio Raillo\Antonio-Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,30.8,0.01,0.2,1.62,50,83,0.1,3,866,28.12,36,1.17,12,0.39,93.05,2866,0.13,2,0.06,100,1.8
2056,Predrag Rajkovic\Predrag-Rajkovic,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,0,0,0.11,3,73.7,0.04,1,499,18.48,15,0.56,2,0.07,76,2052,,0,0,,0
2057,Ivan Rakitic\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,31,1988,17.7,0.08,1.4,4.97,88,89,1.02,18,1414,79.89,119,6.72,41,2.32,139.49,2469,0.09,17,0.96,47.1,2.1
2058,Benito Raman\Benito-Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,17.8,0.12,2.2,1.35,24,67.8,0.96,17,657,36.91,11,0.62,31,1.74,76.35,1359,0.13,40,2.25,47.5,4.2
2059,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,28,1990,15.5,0.2,3.1,5.74,89,71.3,2.19,34,793,51.16,36,2.32,75,4.85,152.52,2364,0.11,66,4.26,60.6,6.2
2060,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Valladolid,es La Liga,24,1995,14.5,0.12,1.7,2,29,72.6,0.83,12,640,44.14,21,1.45,33,2.27,83.17,1206,0.08,44,3.03,50,4.5
2061,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,34,1984,5.1,0,0,1.76,9,83.8,0,0,131,25.69,8,1.57,0,0,54.12,276,0.04,3,0.59,100,0.2
2062,Adrián Ramos\Adrian-Ramos,co COL,FW,Granada,es La Liga,33,1986,2.5,0.04,0.1,3.2,8,65.3,0.4,1,145,58,10,4,4,1.59,35.6,89,0.07,1,0.4,0,0.4
2063,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,0.01,0.3,3.58,120,91.6,0.15,5,1813,54.12,173,5.16,20,0.6,124.42,4168,0.16,13,0.39,84.6,10.2
2064,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,0,0.1,0.08,3,57.7,0.05,2,410,11.08,20,0.54,3,0.08,48.08,1779,,0,0,,0
2065,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.7,0.14,1.6,3.25,38,87,1.54,18,850,72.65,57,4.87,44,3.77,121.28,1419,0.1,23,1.97,69.6,2.7
2066,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2,0,0,0,0,55,0,0,11,5.5,3,1.5,0,0,50,100,,0,0,,0
2067,Luca Ranieri\Luca-Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,0.27,0.7,8.46,22,86.2,1.92,5,127,48.85,12,4.62,8,3.1,205.77,535,0.03,5,1.92,80,0.1
2068,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,0,0,1.38,8,88.4,0,0,281,48.45,12,2.07,2,0.34,187.93,1090,0.05,1,0.17,100,0.3
2069,Tobias Raschl\Tobias-Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,0,0,3.33,1,93.8,0,0,12,40,1,3.33,0,0,100,30,,0,0,,0
2070,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,0.16,4.6,4.8,141,76.7,1.12,33,1557,52.96,60,2.04,93,3.17,177.93,5231,0.14,132,4.49,54.5,17.5
2071,Milot Rashica\Milot-Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,0.12,3,2.98,75,67,1.59,40,1081,42.9,20,0.79,85,3.38,160.48,4044,0.06,106,4.21,61.3,6.2
2072,Giacomo Raspadori\Giacomo-Raspadori,it ITA,MFFW,Sassuolo,it Serie A,19,2000,2.9,0.07,0.2,1.72,5,81.7,1.72,5,161,55.52,8,2.76,12,4.09,127.93,371,0.16,8,2.76,62.5,1.7
2073,Raúl\Raul,es ESP,FWMF,Betis,es La Liga,18,2000,0.2,0,0,0,0,57.1,0,0,16,80,0,0,0,0,25,5,,1,5,0,0
2074,Ante Rebic\Ante-Rebic,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1,0.1,0.1,1,1,50,2,2,47,47,0,0,58,3.74,135,135,0.17,2,2,50,6.7
2075,Ante Rebic\Ante-Rebic,hr CRO,FW,Milan,it Serie A,25,1993,15.5,0.19,2.9,2.52,39,61.6,2.13,33,647,41.74,11,0.71,4,4,127.94,1983,0.05,55,3.55,58.2,0.1
2076,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,SPAL,it Serie A,24,1995,21.4,0.08,1.7,5.98,128,73.5,1.12,24,784,36.64,50,2.34,43,2.01,180.05,3853,0.1,57,2.66,52.6,1.9
2077,Recio\Recio,es ESP,MF,Leganés,es La Liga,28,1991,17.4,0.02,0.3,3.33,58,86.4,0.57,10,785,45.11,65,3.74,27,1.55,80.57,1402,0.05,24,1.38,54.2,1.2
2078,Daishawn Redan\Daishawn-Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,0.2,0,0,0,0,85.7,0,0,9,45,1,5,0,0,185,37,0.29,2,10,50,0.3
2079,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,25,1994,30.7,0.1,3.1,3.29,101,73.6,1.21,37,1430,46.58,45,1.47,91,2.97,190.23,5840,0.08,146,4.76,61.6,5
2080,Fabian Reese\Fabian-Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,1,0.4,0.4,3,3,47.4,2,2,42,42,0,0,2,2.09,163,163,0.03,6,6,50,0.1
2081,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,1.9,0,0,1.58,3,83.1,0.53,1,39,20.53,7,3.68,1,0.52,119.47,227,,0,0,,0
2082,Vasco Regini\Vasco-Regini,it ITA,DF,Parma,it Serie A,28,1990,0.6,0,0,1.67,1,95.5,0,0,20,33.33,0,0,0,0,66.67,40,,0,0,,0
2083,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Sevilla,es La Liga,22,1996,27.9,0.13,3.7,6.92,193,79.7,1.47,41,1504,53.91,85,3.05,64,2.3,213.19,5948,0.06,70,2.51,58.6,1.8
